PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path
Autophagy,Aggrephagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640480"",""E2 enzyme UBE2N:UBE2V1 binds ubiquitin"")",Yes,5,1,Late endosomal microautophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9631065"",""Substrate translocates into late endosomal lumen"")",Yes,"[5, 1]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640480"",""E2 enzyme UBE2N:UBE2V1 binds ubiquitin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5681987"",""LC3 is cleaved by ATG4"")"
Autophagy,Receptor Mediated Mitophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948136"",""ULK1 Translocates to the mitochondria"")",Yes,2,1,Macroautophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672012"",""Beclin-1 complex phosphorylates PtdIns"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9641089"",""Parkin binds Ub:UBE2N:UBE2V1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8959573"",""Phosphorylated FUNDC1 links damaged mitochondria to LC3"")"
Autophagy,Pexophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664871"",""NBR1 translocates from cytosol to perixosomal membrane"")",Yes,3,2,Chaperone Mediated Autophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9626067"",""EEF1A1:GTP translocates from lysosomal membrane to cytosol"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9641096"",""Misfolded proteins bind PRKN:UBE2N:UBE2V1:Ub"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8959571"",""LC3 binds the autophagosome membrane Atg5-Atg12 complex"")"
Autophagy,Pexophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664850"",""ATM binds PEX5"")",Yes,4,2,Macroautophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5682388"",""Autophagosome maturation"")",Yes,"[2, 6, 7]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9641111"",""Parkin transfers Ub to misfolded proteins"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5682388"",""Autophagosome maturation"")"
Autophagy,Aggrephagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9639698"",""ROS positively regulates misfolding of cilia proteins"")",Yes,1,1,Pexophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664855"",""MAP1LC3B binds ATM dimer:Ub-p-PEX5:SQSTM1"")",Yes,"[4, 7]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9641127"",""Ub:misfolded proteins polymerize to PolyUb:misfolded proteins"")",
Autophagy,PINK1-PRKN Mediated Mitophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205661"",""Pink1 is recruited from the cytoplasm to the mitochondria"")",Yes,6,2,Pexophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664867"",""NBR1 binds MAP1LC3B"")",Yes,"[3, 7]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9641109"",""PolyUb:misfolded proteins dissociate from PRKN:UBE2N:UBE2V1"")",
Autophagy,Macroautophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5681987"",""LC3 is cleaved by ATG4"")",Yes,7,4,PINK1-PRKN Mediated Mitophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205681"",""Pink1 is cleaved on healthy mitochondria"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646347"",""PolyUb-misfolded proteins bind VCP:HDAC6:HSP90:HSF1"")",
Autophagy,,,,,-,Pexophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664880"",""MAP1LC3B binds ATM dimer:Ub-p-PEX5:SQSTM1:NBR1"")",Yes,"[3, 4, 7]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646354"",""PolyUb-Misfolded Proteins:HDAC6 dissociate from complex"")",
Autophagy,,,,,-,Receptor Mediated Mitophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948143"",""p-S13, FUNDC1 is phosphorylated by CK2 at Tyr18"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646348"",""PolyUb-Misfolded Proteins:HDAC6 bind dynein motor"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646390"",""Misfolded proteins:HDAC6:Dynein motor binds microtubule"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646383"",""Dynein motors transport misfolded proteins"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646679"",""PolyUb-Misfolded proteins bind vimentin to form aggresome"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646685"",""Aggresome dissociates from dynein and microtubule"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615721"",""HSPA8 binds substrate"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9631068"",""HSPA8:substrate binds late endosomal phospholipids"")",
Autophagy,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9631065"",""Substrate translocates into late endosomal lumen"")",
